ID,BILL_NUMBER,METHOD,TIP
87224,131820,Gotówka,68
87225,67437,Karta,99
87226,168035,Bon,124
87227,2432,Gotówka,69
87228,881,Karta,54
87229,30791,Bon,76
87230,88190,Karta,5
87231,42970,Bon,150
87232,122274,Gotówka,90
87233,131716,Czek,28
87234,280958,Czek,106
87235,52088,Bon,68
87236,203798,Gotówka,122
87237,23702,Gotówka,127
87238,13030,Gotówka,42
87239,293960,Czek,147
87240,282044,Karta,91
87241,17881,Bon,128
87242,223729,Bon,33
87243,50564,Bon,46
87244,232221,Gotówka,95
87245,110325,Karta,41
87246,268624,Czek,37
87247,91563,Czek,76
87248,256501,Bon,14
87249,226029,Bon,23
87250,111835,Bon,0
87251,187824,Czek,139
87252,22938,Gotówka,12
87253,112526,Czek,54
87254,86908,Bon,19
87255,210069,Gotówka,25
87256,148237,Gotówka,71
87257,276112,Czek,114
87258,16160,Gotówka,102
87259,191191,Gotówka,27
87260,162007,Bon,82
87261,222272,Czek,71
87262,118051,Karta,99
87263,282819,Bon,43
87264,77997,Karta,114
87265,23303,Gotówka,66
87266,280249,Bon,100
87267,78650,Czek,42
87268,170143,Bon,9
87269,51829,Bon,130
87270,198377,Karta,100
87271,126737,Gotówka,57
87272,221537,Czek,143
87273,63747,Karta,45
87274,63297,Gotówka,128
87275,138585,Czek,12
87276,262009,Czek,76
87277,10346,Czek,140
87278,272097,Karta,89
87279,19148,Czek,110
87280,170568,Karta,108
87281,178003,Gotówka,113
87282,139971,Karta,43
87283,66329,Karta,98
87284,221300,Czek,7
87285,278985,Czek,68
87286,83562,Czek,83
87287,229737,Karta,19
87288,15917,Gotówka,27
87289,157033,Czek,89
87290,115736,Gotówka,128
87291,244990,Bon,51
87292,118800,Gotówka,57
87293,71492,Czek,6
87294,167153,Karta,105
87295,170625,Czek,14
87296,98510,Czek,92
87297,94262,Karta,140
87298,90856,Czek,67
87299,73599,Bon,68
87300,36858,Gotówka,44
87301,71146,Czek,97
87302,17001,Gotówka,22
87303,145664,Karta,47
87304,114016,Karta,128
87305,288433,Gotówka,113
87306,296954,Bon,114
87307,148450,Karta,71
87308,106079,Gotówka,3
87309,216797,Czek,102
87310,144910,Gotówka,53
87311,280574,Czek,1
87312,7833,Czek,91
87313,241089,Karta,47
87314,134880,Gotówka,98
87315,123203,Gotówka,27
87316,18990,Bon,22
87317,87558,Czek,72
87318,295610,Karta,45
87319,118357,Czek,42
87320,82244,Gotówka,120
87321,281049,Karta,10
87322,157866,Bon,140
87323,68843,Czek,88
87324,25798,Czek,144
87325,43807,Bon,113
87326,157331,Karta,70
87327,135997,Karta,142
87328,167634,Karta,145
87329,68264,Karta,42
87330,76319,Gotówka,51
87331,64228,Gotówka,67
87332,60572,Gotówka,122
87333,243999,Gotówka,111
87334,6246,Bon,139
87335,43032,Gotówka,92
87336,279967,Karta,56
87337,118589,Czek,15
87338,143954,Gotówka,132
87339,266249,Bon,127
87340,13512,Karta,79
87341,33107,Karta,92
87342,211072,Bon,45
87343,81487,Czek,20
87344,68269,Bon,39
87345,128275,Bon,15
87346,91670,Czek,1
87347,287997,Czek,10
87348,175229,Karta,32
87349,262711,Karta,84
87350,67152,Czek,4
87351,233683,Karta,109
87352,53464,Bon,47
87353,73133,Bon,134
87354,195088,Gotówka,66
87355,203833,Bon,130
87356,208923,Bon,14
87357,285841,Karta,97
87358,230797,Bon,5
87359,269281,Gotówka,100
87360,199236,Karta,101
87361,22839,Bon,36
87362,97592,Bon,89
87363,196101,Bon,120
87364,152800,Karta,11
87365,266738,Bon,21
87366,281251,Czek,21
87367,276973,Bon,90
87368,10165,Czek,62
87369,242385,Gotówka,68
87370,179440,Gotówka,77
87371,5698,Karta,130
87372,107258,Karta,142
87373,107350,Bon,69
87374,183408,Czek,137
87375,130013,Czek,82
87376,46084,Karta,103
87377,35906,Karta,63
87378,6954,Czek,124
87379,256094,Bon,89
87380,35772,Gotówka,129
87381,68542,Gotówka,112
87382,4786,Gotówka,93
87383,90672,Bon,43
87384,268617,Bon,96
87385,272021,Bon,109
87386,7397,Gotówka,117
87387,169349,Karta,120
87388,72339,Karta,144
87389,198883,Gotówka,18
87390,100730,Gotówka,36
87391,77378,Gotówka,107
87392,155120,Karta,44
87393,4894,Bon,108
87394,194361,Gotówka,117
87395,98316,Czek,96
87396,268129,Karta,36
87397,182423,Gotówka,33
87398,132294,Karta,7
87399,225117,Czek,71
87400,200216,Bon,59
87401,21036,Gotówka,132
87402,107923,Karta,113
87403,283692,Karta,92
87404,105097,Bon,148
87405,198332,Karta,80
87406,172000,Czek,124
87407,92565,Karta,107
87408,6835,Bon,70
87409,94465,Bon,33
87410,40477,Czek,146
87411,21757,Gotówka,140
87412,41981,Gotówka,85
87413,164387,Bon,131
87414,149951,Karta,150
87415,147654,Bon,147
87416,269164,Bon,56
87417,198279,Bon,33
87418,26677,Bon,80
87419,173584,Karta,95
87420,156863,Bon,4
87421,80922,Czek,124
87422,63908,Czek,0
87423,150359,Gotówka,100
87424,23664,Bon,20
87425,26472,Bon,42
87426,154912,Karta,133
87427,3256,Czek,95
87428,184607,Karta,106
87429,45078,Gotówka,71
87430,159317,Bon,42
87431,72087,Bon,9
87432,83310,Gotówka,56
87433,288120,Czek,89
87434,99283,Czek,129
87435,110304,Czek,103
87436,86683,Czek,92
87437,230351,Bon,29
87438,159808,Czek,43
87439,106221,Karta,76
87440,231101,Czek,100
87441,222750,Gotówka,19
87442,74411,Bon,54
87443,176591,Bon,105
87444,103872,Karta,75
87445,227046,Gotówka,99
87446,123324,Bon,78
87447,155769,Gotówka,13
87448,146242,Bon,6
87449,60979,Czek,106
87450,183485,Bon,123
87451,255663,Czek,146
87452,101427,Gotówka,74
87453,177878,Czek,115
87454,53169,Bon,39
87455,143460,Karta,132
87456,182629,Karta,140
87457,282600,Karta,66
87458,40711,Karta,39
87459,64299,Czek,67
87460,275183,Czek,25
87461,164897,Karta,14
87462,111276,Bon,145
87463,262079,Karta,56
87464,133347,Karta,59
87465,152802,Bon,109
87466,151798,Karta,33
87467,45836,Gotówka,48
87468,46033,Bon,63
87469,137456,Gotówka,65
87470,126550,Czek,114
87471,142540,Karta,96
87472,95233,Bon,139
87473,125871,Czek,92
87474,214609,Bon,138
87475,154715,Gotówka,11
87476,53389,Karta,139
87477,71859,Gotówka,21
87478,266602,Gotówka,138
87479,295607,Gotówka,25
87480,182991,Karta,7
87481,247865,Czek,139
87482,150391,Czek,63
87483,274946,Czek,95
87484,189862,Czek,125
87485,194560,Czek,30
87486,223590,Karta,46
87487,248251,Bon,1
87488,42370,Czek,93
87489,211855,Bon,1
87490,127529,Bon,14
87491,286980,Czek,150
87492,170933,Czek,142
87493,262873,Gotówka,52
87494,197730,Gotówka,90
87495,229019,Bon,79
87496,279580,Gotówka,149
87497,183091,Bon,126
87498,238010,Karta,115
87499,35369,Bon,55
87500,42106,Karta,45
87501,271464,Bon,2
87502,93758,Czek,74
87503,116272,Karta,46
87504,143885,Bon,104
87505,37980,Bon,90
87506,211016,Gotówka,118
87507,53419,Karta,3
87508,167542,Karta,148
87509,194897,Gotówka,143
87510,158924,Gotówka,128
87511,196704,Gotówka,6
87512,116059,Karta,147
87513,147545,Gotówka,92
87514,229806,Czek,100
87515,283852,Czek,90
87516,228112,Karta,110
87517,270352,Czek,111
87518,173754,Czek,43
87519,194402,Bon,1
87520,69733,Gotówka,50
87521,89753,Gotówka,49
87522,292339,Karta,67
87523,259920,Czek,84
87524,79575,Karta,43
87525,152156,Gotówka,100
87526,124639,Gotówka,9
87527,65343,Gotówka,134
87528,188071,Czek,36
87529,112406,Czek,52
87530,163798,Bon,8
87531,278123,Karta,150
87532,155766,Karta,76
87533,129292,Bon,90
87534,243836,Bon,31
87535,179370,Karta,132
87536,31427,Bon,70
87537,62430,Karta,128
87538,34058,Gotówka,53
87539,241504,Gotówka,56
87540,72315,Karta,52
87541,264850,Bon,101
87542,105542,Karta,85
87543,128965,Bon,45
87544,188852,Karta,68
87545,118538,Karta,116
87546,267348,Czek,19
87547,157157,Gotówka,121
87548,41120,Gotówka,107
87549,154772,Gotówka,43
87550,49016,Bon,98
87551,78252,Gotówka,13
87552,167327,Gotówka,111
87553,143390,Czek,81
87554,263789,Czek,44
87555,268967,Karta,97
87556,92116,Bon,142
87557,197288,Czek,100
87558,101704,Karta,106
87559,63781,Gotówka,32
87560,199750,Gotówka,74
87561,204222,Bon,18
87562,25860,Karta,105
87563,296204,Gotówka,52
87564,4476,Czek,95
87565,29470,Karta,3
87566,242508,Karta,116
87567,200695,Karta,111
87568,181619,Gotówka,20
87569,254169,Gotówka,111
87570,123333,Czek,20
87571,214746,Karta,125
87572,109558,Czek,108
87573,38871,Gotówka,60
87574,152047,Bon,27
87575,201760,Bon,107
87576,220819,Bon,130
87577,45917,Karta,54
87578,81419,Bon,144
87579,52937,Karta,84
87580,190152,Karta,150
87581,53290,Bon,108
87582,101495,Gotówka,7
87583,49624,Czek,130
87584,63289,Karta,96
87585,57987,Czek,133
87586,9172,Gotówka,121
87587,33430,Gotówka,136
87588,15654,Bon,107
87589,62373,Bon,75
87590,189696,Bon,124
87591,242206,Bon,4
87592,87478,Karta,128
87593,69031,Karta,68
87594,257934,Czek,9
87595,61597,Gotówka,48
87596,186667,Bon,39
87597,82034,Karta,145
87598,56332,Gotówka,81
87599,21877,Karta,61
87600,216735,Karta,49
87601,3763,Gotówka,76
87602,87308,Gotówka,76
87603,295160,Czek,56
87604,68466,Czek,68
87605,69409,Czek,92
87606,20819,Gotówka,70
87607,82240,Gotówka,80
87608,12532,Bon,143
87609,252508,Karta,148
87610,117291,Karta,62
87611,92729,Gotówka,11
87612,239437,Karta,134
87613,191627,Karta,24
87614,14012,Gotówka,26
87615,129457,Gotówka,133
87616,67670,Gotówka,103
87617,90652,Karta,142
87618,226410,Czek,10
87619,8496,Bon,83
87620,95622,Gotówka,67
87621,253068,Bon,83
87622,290969,Bon,78
87623,30723,Karta,114
87624,282562,Czek,93
87625,33482,Czek,104
87626,122021,Karta,65
87627,246265,Karta,58
87628,163680,Czek,81
87629,287786,Bon,36
87630,44312,Gotówka,33
87631,112515,Karta,18
87632,51835,Czek,63
87633,228549,Karta,82
87634,180391,Gotówka,114
87635,226129,Gotówka,113
87636,125651,Czek,5
87637,110101,Gotówka,59
87638,106101,Czek,120
87639,140400,Bon,77
87640,172669,Bon,66
87641,250488,Bon,53
87642,253241,Karta,133
87643,107983,Bon,55
87644,246193,Karta,14
87645,24733,Karta,84
87646,84719,Karta,42
87647,267231,Bon,130
87648,172747,Czek,104
87649,159395,Karta,38
87650,106325,Gotówka,73
87651,52784,Bon,123
87652,74218,Czek,29
87653,207279,Czek,23
87654,233079,Bon,141
87655,212461,Gotówka,42
87656,41086,Gotówka,50
87657,258971,Karta,27
87658,177025,Gotówka,42
87659,3407,Karta,94
87660,39626,Czek,68
87661,18075,Gotówka,93
87662,261461,Karta,6
87663,12964,Gotówka,147
87664,40517,Gotówka,129
87665,105725,Karta,148
87666,215251,Gotówka,60
87667,41298,Gotówka,87
87668,36792,Czek,0
87669,84762,Gotówka,140
87670,102382,Bon,14
87671,290146,Bon,5
87672,27134,Czek,105
87673,184825,Czek,16
87674,164568,Bon,54
87675,89555,Karta,93
87676,185188,Karta,89
87677,169394,Bon,114
87678,259530,Gotówka,68
87679,237289,Czek,146
87680,248781,Czek,86
87681,297966,Czek,23
87682,133036,Bon,34
87683,249961,Karta,46
87684,254429,Bon,94
87685,48365,Karta,21
87686,9598,Czek,93
87687,88275,Bon,90
87688,191656,Karta,55
87689,279422,Karta,129
87690,154933,Czek,95
87691,103748,Karta,31
87692,278361,Karta,89
87693,154935,Gotówka,5
87694,113482,Gotówka,144
87695,280166,Bon,90
87696,215447,Karta,124
87697,209168,Gotówka,117
87698,290945,Karta,84
87699,98039,Gotówka,84
87700,248732,Gotówka,135
87701,260024,Bon,28
87702,17443,Bon,36
87703,8253,Karta,65
87704,3262,Czek,82
87705,2305,Karta,24
87706,238228,Gotówka,3
87707,214540,Bon,16
87708,48247,Gotówka,13
87709,13602,Gotówka,110
87710,298043,Karta,115
87711,218100,Gotówka,147
87712,7926,Czek,109
87713,45485,Czek,142
87714,204087,Gotówka,75
87715,43971,Bon,1
87716,268896,Czek,40
87717,126601,Czek,39
87718,120781,Bon,23
87719,118010,Gotówka,95
87720,47562,Gotówka,94
87721,260595,Gotówka,70
87722,132299,Bon,67
87723,197075,Gotówka,71
87724,86488,Czek,89
87725,154367,Gotówka,65
87726,257913,Gotówka,137
87727,156699,Czek,96
87728,2248,Karta,70
87729,100653,Czek,6
87730,128397,Karta,107
87731,115093,Czek,54
87732,211105,Gotówka,39
87733,231268,Karta,133
87734,199484,Bon,25
87735,250185,Czek,116
87736,39237,Bon,71
87737,150247,Karta,54
87738,143643,Czek,89
87739,3835,Gotówka,24
87740,119459,Karta,89
87741,205741,Karta,100
87742,265812,Gotówka,102
87743,260339,Gotówka,111
87744,4033,Karta,76
87745,235167,Gotówka,80
87746,56327,Bon,93
87747,282108,Czek,108
87748,86632,Karta,139
87749,105818,Karta,34
87750,14351,Gotówka,95
87751,28944,Gotówka,89
87752,164204,Bon,109
87753,89393,Czek,10
87754,5198,Gotówka,113
87755,279438,Bon,141
87756,136345,Bon,36
87757,150117,Bon,33
87758,25226,Gotówka,75
87759,45024,Bon,43
87760,219354,Czek,122
87761,263666,Gotówka,18
87762,163429,Karta,133
87763,198481,Czek,19
87764,39361,Gotówka,1
87765,139012,Czek,109
87766,246870,Karta,150
87767,116889,Bon,25
87768,31941,Gotówka,36
87769,107829,Karta,132
87770,191598,Karta,80
87771,105385,Bon,54
87772,22858,Bon,131
87773,61464,Gotówka,116
87774,269031,Bon,70
87775,204310,Bon,65
87776,154252,Czek,69
87777,132064,Gotówka,45
87778,187321,Bon,33
87779,231357,Gotówka,44
87780,26213,Czek,132
87781,26429,Czek,101
87782,265387,Gotówka,49
87783,186136,Karta,69
87784,210999,Gotówka,80
87785,185983,Bon,103
87786,42548,Karta,93
87787,212802,Czek,123
87788,110605,Bon,48
87789,273886,Gotówka,112
87790,90003,Czek,20
87791,141357,Gotówka,109
87792,19761,Bon,132
87793,298902,Bon,113
87794,58318,Czek,129
87795,168069,Gotówka,41
87796,181668,Karta,106
87797,236839,Bon,29
87798,77032,Bon,145
87799,85828,Karta,74
87800,180476,Czek,83
87801,282622,Gotówka,45
87802,67883,Karta,33
87803,125846,Gotówka,7
87804,102514,Czek,1
87805,54605,Czek,58
87806,19879,Gotówka,2
87807,236443,Gotówka,58
87808,19519,Karta,42
87809,116438,Czek,142
87810,202635,Gotówka,130
87811,31026,Karta,52
87812,212041,Bon,106
87813,123242,Bon,47
87814,90885,Bon,7
87815,136387,Bon,75
87816,149224,Gotówka,35
87817,201489,Czek,45
87818,256,Gotówka,89
87819,221435,Bon,42
87820,166393,Gotówka,37
87821,116571,Gotówka,112
87822,33251,Bon,27
87823,174531,Karta,106
87824,286873,Bon,12
87825,18496,Czek,35
87826,196466,Bon,107
87827,136366,Gotówka,53
87828,40909,Bon,45
87829,114962,Czek,74
87830,288700,Czek,70
87831,163882,Czek,148
87832,151514,Czek,104
87833,255773,Gotówka,145
87834,157311,Bon,141
87835,100821,Karta,140
87836,24972,Czek,60
87837,75220,Czek,7
87838,201767,Bon,3
87839,203459,Czek,28
87840,191864,Bon,65
87841,2396,Czek,61
87842,75583,Gotówka,83
87843,252339,Czek,17
87844,144742,Czek,95
87845,129887,Bon,116
87846,209909,Czek,83
87847,18689,Bon,79
87848,136915,Czek,109
87849,229,Karta,136
87850,203,Karta,60
87851,38608,Czek,11
87852,289308,Bon,21
87853,9587,Czek,44
87854,56452,Gotówka,5
87855,172507,Czek,146
87856,79422,Karta,62
87857,250788,Karta,121
87858,108147,Gotówka,104
87859,277203,Bon,135
87860,233981,Czek,115
87861,154579,Gotówka,63
87862,130374,Czek,102
87863,1357,Karta,46
87864,51271,Bon,26
87865,100023,Bon,24
87866,287657,Bon,92
87867,97092,Bon,24
87868,54516,Karta,63
87869,179755,Karta,126
87870,208072,Czek,109
87871,200200,Czek,14
87872,146054,Czek,54
87873,296625,Bon,135
87874,188314,Czek,58
87875,136944,Bon,64
87876,36008,Gotówka,39
87877,248668,Czek,31
87878,36238,Karta,29
87879,228334,Bon,29
87880,148153,Bon,61
87881,249074,Karta,46
87882,190034,Karta,109
87883,184567,Bon,121
87884,166158,Gotówka,78
87885,74431,Gotówka,120
87886,96303,Gotówka,133
87887,98567,Gotówka,92
87888,134500,Gotówka,39
87889,124915,Gotówka,37
87890,136573,Czek,138
87891,240122,Bon,27
87892,135265,Czek,114
87893,155810,Bon,131
87894,99026,Gotówka,138
87895,222544,Bon,0
87896,192997,Gotówka,101
87897,68374,Bon,56
87898,58807,Gotówka,66
87899,132613,Karta,145
87900,18928,Gotówka,46
87901,89573,Gotówka,127
87902,44777,Karta,108
87903,167551,Czek,57
87904,55584,Gotówka,55
87905,76775,Karta,19
87906,50967,Gotówka,60
87907,39775,Bon,0
87908,5776,Bon,15
87909,130788,Gotówka,30
87910,146963,Bon,117
87911,246467,Czek,51
87912,160984,Gotówka,10
87913,41852,Karta,124
87914,240189,Gotówka,55
87915,70277,Gotówka,4
87916,61681,Gotówka,39
87917,40673,Czek,142
87918,211139,Bon,127
87919,62408,Czek,30
87920,283470,Bon,77
87921,218893,Bon,61
87922,234258,Gotówka,73
87923,120108,Czek,86
87924,153507,Bon,76
87925,92374,Bon,20
87926,15454,Bon,0
87927,204083,Karta,126
87928,24738,Bon,124
87929,226816,Bon,14
87930,123128,Gotówka,87
87931,45931,Gotówka,123
87932,59799,Bon,136
87933,168649,Czek,22
87934,130290,Karta,32
87935,81855,Gotówka,122
87936,142079,Karta,125
87937,6897,Gotówka,87
87938,255617,Czek,55
87939,187785,Czek,52
87940,287778,Gotówka,29
87941,207390,Czek,91
87942,24096,Karta,63
87943,269358,Gotówka,76
87944,227750,Karta,18
87945,138862,Czek,135
87946,296031,Karta,63
87947,261039,Bon,115
87948,156959,Czek,101
87949,45643,Bon,5
87950,261984,Bon,25
87951,86187,Gotówka,121
87952,223543,Karta,81
87953,209288,Bon,102
87954,231540,Czek,72
87955,135670,Karta,26
87956,163483,Bon,7
87957,212541,Czek,43
87958,59420,Czek,11
87959,167666,Karta,117
87960,280010,Bon,66
87961,34408,Czek,110
87962,121741,Gotówka,104
87963,247543,Karta,43
87964,35060,Karta,27
87965,44565,Bon,86
87966,250358,Czek,131
87967,141687,Karta,27
87968,78455,Bon,81
87969,206893,Gotówka,38
87970,59132,Gotówka,54
87971,111711,Czek,96
87972,201928,Karta,41
87973,97692,Gotówka,41
87974,69808,Gotówka,22
87975,18559,Bon,17
87976,54427,Czek,64
87977,96633,Bon,73
87978,224538,Czek,127
87979,233462,Karta,20
87980,31908,Czek,68
87981,154324,Gotówka,141
87982,246079,Czek,106
87983,102494,Czek,45
87984,169504,Karta,93
87985,272050,Gotówka,99
87986,252892,Bon,96
87987,269845,Gotówka,89
87988,9714,Karta,118
87989,283202,Czek,123
87990,81709,Czek,81
87991,177238,Czek,43
87992,164425,Gotówka,12
87993,238137,Bon,115
87994,215764,Gotówka,65
87995,236282,Bon,113
87996,182092,Czek,132
87997,199167,Czek,30
87998,103395,Gotówka,129
87999,60656,Czek,56
88000,187821,Czek,96
88001,284113,Karta,4
88002,274368,Gotówka,100
88003,183773,Gotówka,79
88004,249867,Karta,134
88005,126812,Gotówka,134
88006,197373,Gotówka,23
88007,142510,Karta,65
88008,170196,Karta,29
88009,345,Czek,100
88010,203659,Gotówka,96
88011,62463,Bon,20
88012,59037,Karta,7
88013,146342,Gotówka,56
88014,61724,Karta,112
88015,84578,Gotówka,81
88016,142849,Czek,123
88017,270142,Gotówka,14
88018,214747,Karta,38
88019,217161,Bon,149
88020,249758,Karta,28
88021,216170,Karta,148
88022,253769,Bon,58
88023,56675,Karta,142
88024,216590,Gotówka,149
88025,73824,Gotówka,119
88026,252706,Karta,45
88027,253585,Bon,132
88028,40837,Karta,36
88029,191847,Czek,82
88030,121077,Gotówka,56
88031,153362,Gotówka,124
88032,97957,Czek,41
88033,227577,Gotówka,8
88034,274466,Czek,119
88035,236458,Karta,119
88036,90925,Karta,24
88037,248553,Gotówka,55
88038,77654,Czek,142
88039,119680,Gotówka,63
88040,292844,Bon,30
88041,71367,Karta,105
88042,86432,Czek,8
88043,185324,Czek,135
88044,171206,Czek,12
88045,165803,Czek,41
88046,225697,Czek,34
88047,274238,Czek,70
88048,61960,Gotówka,78
88049,111657,Bon,111
88050,225522,Gotówka,86
88051,143336,Czek,148
88052,205443,Karta,42
88053,102051,Gotówka,30
88054,199595,Karta,104
88055,219487,Bon,76
88056,58031,Karta,119
88057,60926,Bon,128
88058,108761,Karta,30
88059,131759,Czek,111
88060,34067,Czek,115
88061,185253,Bon,94
88062,104606,Gotówka,64
88063,137580,Karta,150
88064,71919,Gotówka,57
88065,187924,Bon,2
88066,280469,Bon,150
88067,178589,Czek,114
88068,187351,Czek,112
88069,11506,Gotówka,113
88070,120194,Karta,75
88071,59222,Karta,0
88072,297581,Karta,126
88073,66122,Czek,87
88074,108990,Czek,64
88075,256217,Bon,51
88076,226874,Czek,54
88077,261869,Czek,48
88078,135695,Karta,32
88079,2347,Karta,61
88080,176675,Karta,94
88081,87157,Gotówka,100
88082,214554,Gotówka,10
88083,236019,Czek,44
88084,213628,Bon,126
88085,211967,Bon,76
88086,211600,Karta,12
88087,6182,Gotówka,33
88088,216006,Karta,47
88089,156924,Karta,29
88090,139615,Karta,112
88091,92544,Karta,137
88092,17345,Bon,119
88093,181206,Karta,0
88094,270206,Gotówka,37
88095,255534,Karta,144
88096,10096,Bon,121
88097,58668,Karta,139
88098,244090,Karta,102
88099,278647,Karta,94
88100,70100,Gotówka,97
88101,167264,Karta,142
88102,34903,Czek,25
88103,95758,Bon,13
88104,230007,Karta,113
88105,43939,Bon,79
88106,13382,Gotówka,69
88107,111861,Bon,130
88108,253140,Gotówka,86
88109,247926,Bon,137
88110,285416,Czek,54
88111,88379,Bon,50
88112,250921,Karta,62
88113,183774,Gotówka,149
88114,223668,Gotówka,132
88115,243184,Gotówka,76
88116,189485,Bon,110
88117,286612,Bon,131
88118,92273,Czek,81
88119,221498,Karta,55
88120,260833,Karta,110
88121,43577,Gotówka,93
88122,64458,Gotówka,77
88123,59918,Karta,140
88124,217595,Karta,146
88125,138682,Czek,8
88126,230986,Czek,108
88127,38282,Czek,11
88128,165001,Bon,100
88129,176354,Gotówka,0
88130,198961,Karta,85
88131,30760,Karta,99
88132,55331,Karta,38
88133,82734,Karta,11
88134,9065,Karta,93
88135,86524,Gotówka,86
88136,16675,Bon,16
88137,255047,Bon,39
88138,72307,Karta,140
88139,85157,Karta,45
88140,294660,Czek,8
88141,207227,Karta,71
88142,258214,Gotówka,76
88143,235309,Gotówka,133
88144,266374,Bon,145
88145,260520,Bon,107
88146,272290,Czek,3
88147,247608,Karta,0
88148,99414,Gotówka,101
88149,120204,Czek,130
88150,188967,Bon,54
88151,81195,Bon,71
88152,123954,Bon,35
88153,78393,Gotówka,135
88154,119487,Bon,19
88155,63875,Karta,11
88156,36867,Bon,133
88157,149619,Karta,65
88158,6479,Czek,130
88159,295540,Karta,73
88160,18632,Czek,147
