ID,GENDER,AGE,TYPE
94290,K,14,Stały klient
94291,M,28,Zwykły
94292,K,60,Stały klient
94293,M,73,Zwykły
94294,M,29,Pracownik
94295,K,22,Pracownik
94296,M,43,Stały klient
94297,K,70,Stały klient
94298,K,36,Stały klient
94299,M,78,Zwykły
94300,K,35,Pracownik
94301,K,70,Pracownik
94302,M,5,Zwykły
94303,M,11,Zwykły
94304,M,18,Stały klient
94305,M,32,Pracownik
94306,M,38,Pracownik
94307,K,48,Pracownik
94308,M,65,Pracownik
94309,M,40,Stały klient
94310,K,65,Stały klient
94311,M,33,Stały klient
94312,K,67,Zwykły
94313,K,48,Zwykły
94314,K,57,Zwykły
94315,M,30,Zwykły
94316,K,16,Stały klient
94317,K,13,Pracownik
94318,M,43,Pracownik
94319,M,59,Zwykły
94320,K,39,Zwykły
94321,M,48,Pracownik
94322,M,13,Stały klient
94323,M,72,Pracownik
94324,M,18,Zwykły
94325,M,20,Stały klient
94326,M,20,Pracownik
94327,M,76,Stały klient
94328,M,70,Pracownik
94329,K,51,Zwykły
94330,K,66,Stały klient
94331,K,18,Zwykły
94332,M,6,Pracownik
94333,K,73,Zwykły
94334,M,15,Zwykły
94335,M,1,Pracownik
94336,K,24,Pracownik
94337,K,18,Pracownik
94338,M,29,Zwykły
94339,K,44,Zwykły
94340,K,45,Zwykły
94341,K,5,Stały klient
94342,K,11,Pracownik
94343,K,8,Stały klient
94344,M,76,Zwykły
94345,M,23,Zwykły
94346,M,50,Zwykły
94347,K,64,Zwykły
94348,K,60,Stały klient
94349,K,59,Pracownik
94350,M,74,Pracownik
94351,M,75,Zwykły
94352,M,48,Stały klient
94353,K,41,Pracownik
94354,M,76,Stały klient
94355,K,70,Stały klient
94356,M,63,Stały klient
94357,K,80,Stały klient
94358,K,14,Zwykły
94359,M,16,Pracownik
94360,M,23,Zwykły
94361,M,5,Pracownik
94362,M,40,Zwykły
94363,K,63,Zwykły
94364,M,16,Stały klient
94365,K,68,Pracownik
94366,M,23,Pracownik
94367,K,78,Zwykły
94368,K,48,Stały klient
94369,K,39,Stały klient
94370,M,61,Pracownik
94371,M,67,Zwykły
94372,K,0,Zwykły
94373,M,15,Zwykły
94374,M,34,Pracownik
94375,M,47,Stały klient
94376,M,54,Zwykły
94377,K,33,Stały klient
94378,K,46,Pracownik
94379,K,65,Stały klient
94380,K,6,Zwykły
94381,M,16,Stały klient
94382,M,45,Stały klient
94383,K,6,Zwykły
94384,M,63,Zwykły
94385,M,10,Stały klient
94386,K,7,Stały klient
94387,K,0,Zwykły
94388,M,10,Pracownik
94389,M,1,Stały klient
94390,K,21,Zwykły
94391,K,8,Zwykły
94392,K,51,Stały klient
94393,K,28,Stały klient
94394,M,68,Pracownik
94395,K,16,Zwykły
94396,M,57,Stały klient
94397,M,14,Stały klient
94398,M,12,Stały klient
94399,M,43,Pracownik
94400,M,19,Pracownik
94401,K,34,Pracownik
94402,M,12,Stały klient
94403,M,69,Zwykły
94404,M,25,Zwykły
94405,M,11,Stały klient
94406,K,40,Stały klient
94407,K,36,Stały klient
94408,K,71,Stały klient
94409,K,61,Zwykły
94410,M,50,Stały klient
94411,M,49,Zwykły
94412,K,51,Pracownik
94413,M,45,Zwykły
94414,K,30,Pracownik
94415,K,19,Stały klient
94416,M,50,Zwykły
94417,K,79,Pracownik
94418,K,38,Pracownik
94419,K,26,Stały klient
94420,K,74,Zwykły
94421,K,6,Pracownik
94422,K,19,Zwykły
94423,K,7,Zwykły
94424,K,65,Stały klient
94425,M,51,Zwykły
94426,M,51,Zwykły
94427,K,23,Pracownik
94428,M,14,Zwykły
94429,K,42,Zwykły
94430,K,28,Zwykły
94431,K,10,Pracownik
94432,K,15,Stały klient
94433,K,33,Pracownik
94434,M,57,Stały klient
94435,K,7,Pracownik
94436,K,52,Stały klient
94437,K,75,Stały klient
94438,K,32,Zwykły
94439,M,17,Pracownik
94440,K,75,Zwykły
94441,M,75,Pracownik
94442,M,29,Pracownik
94443,M,36,Pracownik
94444,M,32,Zwykły
94445,M,80,Stały klient
94446,K,59,Zwykły
94447,M,32,Zwykły
94448,M,76,Zwykły
94449,K,50,Pracownik
94450,M,21,Zwykły
94451,K,75,Stały klient
94452,K,31,Stały klient
94453,M,36,Pracownik
94454,M,10,Zwykły
94455,M,41,Zwykły
94456,M,74,Zwykły
94457,M,13,Zwykły
94458,K,20,Zwykły
94459,K,61,Zwykły
94460,M,15,Stały klient
94461,M,52,Stały klient
94462,K,29,Stały klient
94463,K,7,Zwykły
94464,M,61,Stały klient
94465,M,45,Pracownik
94466,K,16,Zwykły
94467,K,19,Zwykły
94468,K,70,Stały klient
94469,K,25,Stały klient
94470,K,38,Zwykły
94471,K,44,Pracownik
94472,M,8,Zwykły
94473,K,43,Zwykły
94474,M,32,Pracownik
94475,M,29,Pracownik
94476,K,28,Zwykły
94477,M,15,Stały klient
94478,K,29,Pracownik
94479,K,6,Zwykły
94480,K,79,Stały klient
94481,M,51,Stały klient
94482,K,32,Zwykły
94483,M,21,Pracownik
94484,M,46,Pracownik
94485,M,38,Zwykły
94486,K,39,Zwykły
94487,M,14,Stały klient
94488,K,27,Zwykły
94489,M,63,Zwykły
94490,K,65,Pracownik
94491,K,76,Pracownik
94492,K,38,Zwykły
94493,M,1,Zwykły
94494,K,20,Zwykły
94495,K,0,Pracownik
94496,M,26,Pracownik
94497,M,66,Zwykły
94498,K,31,Pracownik
94499,M,3,Pracownik
94500,K,46,Pracownik
94501,K,5,Zwykły
94502,M,27,Zwykły
94503,K,54,Stały klient
94504,M,31,Pracownik
94505,K,63,Zwykły
94506,K,77,Stały klient
94507,M,49,Pracownik
94508,K,5,Stały klient
94509,K,42,Stały klient
94510,M,80,Stały klient
94511,K,23,Pracownik
94512,M,17,Zwykły
94513,K,13,Stały klient
94514,M,4,Pracownik
94515,K,0,Zwykły
94516,M,47,Pracownik
94517,M,38,Pracownik
94518,M,46,Stały klient
94519,K,73,Stały klient
94520,M,72,Pracownik
94521,M,23,Zwykły
94522,K,47,Zwykły
94523,K,40,Zwykły
94524,K,75,Zwykły
94525,M,15,Zwykły
94526,K,17,Stały klient
94527,M,22,Stały klient
94528,K,26,Zwykły
94529,M,23,Pracownik
94530,K,64,Stały klient
94531,K,79,Zwykły
94532,M,57,Zwykły
94533,K,34,Zwykły
94534,K,55,Stały klient
94535,K,57,Stały klient
94536,K,53,Zwykły
94537,K,25,Pracownik
94538,K,76,Pracownik
94539,M,77,Zwykły
94540,M,32,Stały klient
94541,M,58,Pracownik
94542,K,74,Pracownik
94543,K,54,Pracownik
94544,M,49,Pracownik
94545,K,23,Pracownik
94546,M,70,Pracownik
94547,K,17,Stały klient
94548,M,25,Pracownik
94549,M,78,Pracownik
94550,M,45,Zwykły
94551,K,70,Stały klient
94552,M,33,Pracownik
94553,M,78,Stały klient
94554,M,29,Stały klient
94555,K,16,Zwykły
94556,M,28,Pracownik
94557,M,55,Stały klient
94558,K,58,Stały klient
94559,K,42,Pracownik
94560,K,65,Pracownik
94561,M,54,Stały klient
94562,M,22,Zwykły
94563,K,52,Pracownik
94564,M,37,Pracownik
94565,M,80,Stały klient
94566,M,53,Pracownik
94567,M,64,Zwykły
94568,M,47,Zwykły
94569,K,38,Zwykły
94570,K,53,Zwykły
94571,M,2,Stały klient
94572,M,66,Zwykły
94573,K,64,Zwykły
94574,M,2,Stały klient
94575,K,29,Pracownik
94576,K,74,Stały klient
94577,M,71,Pracownik
94578,K,70,Stały klient
94579,M,56,Pracownik
94580,M,6,Zwykły
94581,K,42,Stały klient
94582,M,17,Stały klient
94583,M,49,Pracownik
94584,M,68,Pracownik
94585,K,47,Zwykły
94586,K,61,Stały klient
94587,M,77,Zwykły
94588,M,55,Stały klient
94589,M,6,Zwykły
94590,M,23,Stały klient
94591,M,28,Pracownik
94592,M,18,Zwykły
94593,M,43,Zwykły
94594,K,33,Stały klient
94595,M,62,Pracownik
94596,M,32,Zwykły
94597,M,28,Stały klient
94598,M,49,Zwykły
94599,K,40,Zwykły
94600,K,49,Pracownik
94601,K,51,Zwykły
94602,K,35,Zwykły
94603,K,80,Pracownik
94604,K,46,Pracownik
94605,M,21,Zwykły
94606,M,4,Zwykły
94607,K,29,Stały klient
94608,M,75,Zwykły
94609,K,2,Stały klient
94610,K,12,Zwykły
94611,M,10,Zwykły
94612,K,75,Stały klient
94613,M,12,Pracownik
94614,M,72,Stały klient
94615,M,12,Stały klient
94616,K,49,Stały klient
94617,K,32,Pracownik
94618,K,29,Pracownik
94619,K,7,Pracownik
94620,M,56,Zwykły
94621,M,7,Zwykły
94622,M,35,Stały klient
94623,M,53,Stały klient
94624,M,79,Zwykły
94625,M,13,Zwykły
94626,M,29,Pracownik
94627,M,1,Pracownik
94628,K,0,Stały klient
94629,M,73,Zwykły
94630,M,17,Stały klient
94631,M,49,Pracownik
94632,K,38,Pracownik
94633,K,44,Zwykły
94634,K,21,Zwykły
94635,K,62,Pracownik
94636,M,78,Pracownik
94637,K,34,Pracownik
94638,M,29,Zwykły
94639,M,4,Pracownik
94640,M,47,Stały klient
94641,K,44,Pracownik
94642,M,5,Pracownik
94643,M,64,Stały klient
94644,M,34,Pracownik
94645,K,0,Zwykły
94646,K,39,Pracownik
94647,K,79,Pracownik
94648,M,53,Pracownik
94649,K,80,Stały klient
94650,M,8,Zwykły
94651,K,11,Pracownik
94652,K,63,Zwykły
94653,M,72,Stały klient
94654,K,78,Zwykły
94655,K,32,Zwykły
94656,M,59,Zwykły
94657,K,51,Zwykły
94658,K,30,Stały klient
94659,M,68,Pracownik
94660,M,21,Zwykły
94661,M,21,Zwykły
94662,M,54,Zwykły
94663,M,33,Stały klient
94664,K,68,Stały klient
94665,K,52,Zwykły
94666,K,66,Pracownik
94667,K,49,Pracownik
94668,K,59,Stały klient
94669,K,5,Pracownik
94670,K,59,Stały klient
94671,K,71,Zwykły
94672,K,60,Zwykły
94673,K,68,Stały klient
94674,M,45,Pracownik
94675,M,41,Zwykły
94676,M,18,Stały klient
94677,K,51,Stały klient
94678,K,28,Zwykły
94679,M,16,Stały klient
94680,K,11,Stały klient
94681,K,0,Stały klient
94682,M,59,Pracownik
94683,M,1,Zwykły
94684,M,2,Zwykły
94685,M,40,Zwykły
94686,K,36,Pracownik
94687,K,0,Zwykły
94688,K,48,Zwykły
94689,K,19,Stały klient
94690,K,19,Zwykły
94691,M,35,Zwykły
94692,M,70,Stały klient
94693,K,9,Zwykły
94694,K,10,Pracownik
94695,M,45,Zwykły
94696,K,46,Pracownik
94697,M,76,Pracownik
94698,K,62,Pracownik
94699,K,2,Pracownik
94700,K,1,Zwykły
94701,M,13,Stały klient
94702,K,17,Stały klient
94703,K,44,Pracownik
94704,M,39,Pracownik
94705,K,22,Pracownik
94706,K,79,Stały klient
94707,K,7,Stały klient
94708,K,73,Zwykły
94709,K,64,Pracownik
94710,K,25,Stały klient
94711,M,80,Zwykły
94712,K,79,Pracownik
94713,K,78,Stały klient
94714,M,77,Zwykły
94715,K,14,Pracownik
94716,M,2,Zwykły
94717,M,35,Zwykły
94718,K,23,Zwykły
94719,M,63,Stały klient
94720,K,48,Pracownik
94721,K,33,Zwykły
94722,M,76,Stały klient
94723,K,74,Stały klient
94724,M,14,Zwykły
94725,K,1,Stały klient
94726,K,25,Pracownik
94727,M,6,Stały klient
94728,K,54,Stały klient
94729,M,9,Zwykły
94730,M,40,Zwykły
94731,K,13,Zwykły
94732,M,74,Zwykły
94733,K,68,Stały klient
94734,K,60,Zwykły
94735,K,33,Pracownik
94736,M,43,Zwykły
94737,M,12,Stały klient
94738,M,7,Stały klient
94739,M,61,Stały klient
94740,M,44,Pracownik
94741,M,56,Stały klient
94742,M,67,Zwykły
94743,K,3,Pracownik
94744,M,60,Stały klient
94745,K,11,Zwykły
94746,M,70,Zwykły
94747,M,44,Zwykły
94748,K,33,Pracownik
94749,M,79,Stały klient
94750,K,56,Pracownik
94751,M,77,Stały klient
94752,K,25,Pracownik
94753,M,11,Zwykły
94754,K,20,Stały klient
94755,K,33,Stały klient
94756,M,16,Stały klient
94757,K,20,Zwykły
94758,M,33,Stały klient
94759,K,7,Stały klient
94760,M,30,Pracownik
94761,K,38,Stały klient
94762,K,12,Stały klient
94763,K,5,Zwykły
94764,K,70,Zwykły
94765,M,76,Stały klient
94766,K,32,Pracownik
94767,K,21,Zwykły
94768,M,2,Zwykły
94769,M,28,Stały klient
94770,M,55,Pracownik
94771,K,42,Zwykły
94772,K,67,Zwykły
94773,M,18,Stały klient
94774,M,56,Stały klient
94775,K,11,Zwykły
94776,M,53,Stały klient
94777,M,79,Zwykły
94778,M,38,Zwykły
94779,K,44,Zwykły
94780,K,80,Pracownik
94781,K,39,Zwykły
94782,M,62,Zwykły
94783,K,35,Pracownik
94784,M,44,Stały klient
94785,K,7,Zwykły
94786,M,39,Pracownik
94787,M,45,Stały klient
94788,K,68,Stały klient
94789,M,28,Stały klient
94790,M,45,Zwykły
94791,M,26,Zwykły
94792,K,37,Zwykły
94793,K,4,Stały klient
94794,K,70,Pracownik
94795,M,62,Zwykły
94796,K,63,Stały klient
94797,M,12,Stały klient
94798,M,57,Zwykły
94799,M,79,Zwykły
94800,M,55,Zwykły
94801,K,42,Pracownik
94802,M,67,Zwykły
94803,M,40,Stały klient
94804,M,38,Stały klient
94805,K,53,Pracownik
94806,K,64,Pracownik
94807,K,57,Stały klient
94808,K,28,Pracownik
94809,M,37,Pracownik
94810,M,76,Zwykły
94811,M,75,Pracownik
94812,M,23,Pracownik
94813,M,48,Zwykły
94814,K,14,Pracownik
94815,K,33,Pracownik
94816,K,17,Zwykły
94817,M,6,Zwykły
94818,K,69,Pracownik
94819,M,18,Stały klient
94820,M,0,Zwykły
94821,K,64,Zwykły
94822,K,1,Pracownik
94823,M,75,Stały klient
94824,K,78,Stały klient
94825,M,0,Stały klient
94826,K,7,Stały klient
94827,K,19,Zwykły
94828,M,49,Zwykły
94829,K,27,Zwykły
94830,K,19,Pracownik
94831,K,67,Stały klient
94832,K,68,Stały klient
94833,K,77,Zwykły
94834,M,41,Pracownik
94835,K,26,Pracownik
94836,M,26,Zwykły
94837,M,62,Zwykły
94838,M,55,Stały klient
94839,M,66,Zwykły
94840,M,74,Zwykły
94841,M,2,Pracownik
94842,K,18,Stały klient
94843,M,29,Pracownik
94844,M,43,Pracownik
94845,M,44,Zwykły
94846,K,59,Pracownik
94847,K,4,Zwykły
94848,M,6,Zwykły
94849,K,2,Zwykły
94850,M,33,Zwykły
94851,K,59,Pracownik
94852,K,11,Zwykły
94853,M,64,Zwykły
94854,M,78,Stały klient
94855,K,11,Zwykły
94856,M,37,Pracownik
94857,M,65,Stały klient
94858,K,6,Stały klient
94859,K,29,Pracownik
94860,M,3,Stały klient
94861,M,4,Zwykły
94862,K,0,Zwykły
94863,M,53,Stały klient
94864,M,72,Stały klient
94865,K,74,Pracownik
94866,M,48,Zwykły
94867,K,78,Stały klient
94868,M,37,Pracownik
94869,K,19,Stały klient
94870,M,34,Stały klient
94871,K,30,Zwykły
94872,M,17,Zwykły
94873,M,22,Zwykły
94874,M,48,Zwykły
94875,M,54,Zwykły
94876,M,43,Pracownik
94877,M,54,Pracownik
94878,M,8,Stały klient
94879,K,63,Zwykły
94880,K,34,Pracownik
94881,M,27,Stały klient
94882,K,59,Pracownik
94883,K,62,Zwykły
94884,K,80,Zwykły
94885,M,32,Pracownik
94886,K,48,Pracownik
94887,M,11,Pracownik
94888,M,46,Pracownik
94889,M,68,Pracownik
94890,M,22,Zwykły
94891,M,70,Zwykły
94892,K,27,Stały klient
94893,K,59,Zwykły
94894,K,50,Pracownik
94895,K,36,Zwykły
94896,K,67,Stały klient
94897,K,28,Pracownik
94898,K,78,Zwykły
94899,M,80,Pracownik
94900,M,36,Zwykły
94901,M,16,Stały klient
94902,K,20,Pracownik
94903,K,58,Stały klient
94904,K,9,Zwykły
94905,M,7,Zwykły
94906,M,30,Pracownik
94907,M,76,Stały klient
94908,K,70,Pracownik
94909,M,25,Stały klient
94910,K,48,Stały klient
94911,M,48,Stały klient
94912,K,61,Pracownik
94913,K,41,Zwykły
94914,K,16,Pracownik
94915,M,14,Stały klient
94916,M,57,Pracownik
94917,K,51,Pracownik
94918,M,79,Zwykły
94919,K,10,Stały klient
94920,K,78,Stały klient
94921,M,17,Pracownik
94922,K,32,Stały klient
94923,M,4,Pracownik
94924,K,19,Stały klient
94925,K,64,Stały klient
94926,M,69,Stały klient
94927,M,27,Zwykły
94928,M,30,Pracownik
94929,K,38,Zwykły
94930,M,63,Stały klient
94931,M,0,Pracownik
94932,K,74,Pracownik
94933,M,14,Stały klient
94934,K,4,Pracownik
94935,M,12,Pracownik
94936,K,48,Pracownik
94937,M,71,Zwykły
94938,K,15,Stały klient
94939,K,49,Stały klient
94940,M,8,Pracownik
94941,K,9,Pracownik
94942,M,69,Pracownik
94943,M,36,Zwykły
94944,M,27,Stały klient
94945,K,60,Stały klient
94946,K,63,Pracownik
94947,M,63,Pracownik
94948,M,60,Zwykły
94949,K,76,Pracownik
94950,M,24,Zwykły
94951,M,75,Zwykły
94952,K,28,Stały klient
94953,K,38,Stały klient
94954,K,53,Zwykły
94955,M,4,Zwykły
94956,K,71,Pracownik
94957,M,77,Zwykły
94958,K,28,Zwykły
94959,M,11,Stały klient
94960,M,59,Stały klient
94961,M,37,Zwykły
94962,K,53,Pracownik
94963,K,20,Pracownik
94964,K,59,Stały klient
94965,M,28,Pracownik
94966,M,45,Zwykły
94967,M,78,Stały klient
94968,K,57,Pracownik
94969,M,54,Pracownik
94970,K,29,Pracownik
94971,M,4,Pracownik
94972,K,20,Zwykły
94973,M,4,Zwykły
94974,M,61,Stały klient
94975,K,46,Pracownik
94976,K,75,Stały klient
94977,M,74,Stały klient
94978,M,69,Stały klient
94979,M,21,Stały klient
94980,M,27,Zwykły
94981,M,80,Pracownik
94982,M,75,Zwykły
94983,K,38,Zwykły
94984,M,50,Pracownik
94985,M,31,Pracownik
94986,M,73,Pracownik
94987,M,30,Zwykły
94988,K,6,Zwykły
94989,K,56,Pracownik
94990,M,67,Zwykły
94991,K,8,Zwykły
94992,M,46,Zwykły
94993,K,71,Pracownik
94994,M,45,Zwykły
94995,M,71,Zwykły
94996,M,73,Zwykły
94997,K,73,Zwykły
94998,M,53,Stały klient
94999,K,29,Stały klient
95000,K,22,Zwykły
95001,M,63,Zwykły
95002,M,80,Stały klient
95003,M,75,Zwykły
95004,K,40,Pracownik
95005,M,21,Pracownik
95006,K,61,Zwykły
95007,M,0,Pracownik
95008,K,79,Stały klient
95009,K,76,Zwykły
95010,M,70,Pracownik
95011,K,46,Pracownik
95012,M,3,Zwykły
95013,M,70,Zwykły
95014,K,27,Pracownik
95015,M,59,Zwykły
95016,M,30,Zwykły
95017,K,5,Stały klient
95018,M,49,Pracownik
95019,M,17,Pracownik
95020,K,45,Pracownik
95021,K,30,Stały klient
95022,M,66,Zwykły
95023,K,29,Zwykły
95024,K,16,Zwykły
95025,M,63,Stały klient
95026,K,43,Pracownik
95027,M,63,Pracownik
95028,K,42,Zwykły
95029,M,49,Stały klient
95030,M,12,Stały klient
95031,K,7,Zwykły
95032,M,36,Pracownik
95033,M,74,Zwykły
95034,M,0,Pracownik
95035,M,39,Pracownik
95036,M,66,Zwykły
95037,M,32,Zwykły
95038,K,58,Pracownik
95039,K,51,Stały klient
95040,K,8,Stały klient
95041,M,68,Zwykły
95042,K,24,Zwykły
95043,M,50,Zwykły
95044,M,39,Zwykły
95045,M,1,Stały klient
95046,M,58,Zwykły
95047,K,28,Pracownik
95048,M,10,Stały klient
95049,M,65,Pracownik
95050,M,80,Stały klient
95051,M,50,Pracownik
95052,K,44,Zwykły
95053,K,61,Zwykły
95054,K,79,Zwykły
95055,M,24,Stały klient
95056,K,54,Pracownik
95057,M,20,Pracownik
95058,M,5,Zwykły
95059,K,13,Zwykły
95060,M,19,Stały klient
95061,M,30,Pracownik
95062,K,67,Pracownik
95063,K,24,Stały klient
95064,K,32,Stały klient
95065,M,73,Zwykły
95066,K,78,Zwykły
95067,M,57,Pracownik
95068,M,54,Pracownik
95069,K,45,Stały klient
95070,K,42,Pracownik
95071,M,57,Zwykły
95072,K,53,Zwykły
95073,M,50,Zwykły
95074,M,57,Stały klient
95075,K,18,Zwykły
95076,M,66,Pracownik
95077,K,42,Zwykły
95078,K,32,Zwykły
95079,M,44,Stały klient
95080,K,10,Pracownik
95081,K,36,Stały klient
95082,M,11,Pracownik
95083,M,12,Pracownik
95084,M,67,Zwykły
95085,M,57,Stały klient
95086,M,76,Pracownik
95087,M,16,Zwykły
95088,M,45,Pracownik
95089,M,0,Zwykły
95090,M,31,Zwykły
95091,K,50,Zwykły
95092,K,62,Zwykły
95093,M,63,Stały klient
95094,M,56,Zwykły
95095,K,56,Zwykły
95096,M,67,Pracownik
95097,M,42,Zwykły
95098,K,60,Zwykły
95099,M,61,Zwykły
95100,M,74,Zwykły
95101,M,10,Zwykły
95102,M,76,Stały klient
95103,M,20,Pracownik
95104,M,18,Pracownik
95105,M,77,Pracownik
95106,M,18,Zwykły
95107,M,7,Stały klient
95108,M,9,Zwykły
95109,M,65,Zwykły
95110,K,72,Pracownik
95111,K,62,Pracownik
95112,K,29,Pracownik
95113,M,46,Zwykły
95114,M,19,Stały klient
95115,M,31,Stały klient
95116,M,34,Zwykły
95117,M,31,Pracownik
95118,M,38,Zwykły
95119,M,18,Stały klient
95120,M,54,Zwykły
95121,M,15,Zwykły
95122,M,39,Pracownik
95123,M,55,Pracownik
95124,K,7,Pracownik
95125,K,66,Pracownik
95126,M,25,Zwykły
95127,M,45,Pracownik
95128,K,62,Zwykły
95129,M,70,Stały klient
95130,M,79,Zwykły
95131,M,54,Stały klient
95132,K,45,Pracownik
95133,K,16,Zwykły
95134,K,35,Stały klient
95135,M,64,Zwykły
95136,K,29,Zwykły
95137,K,31,Zwykły
95138,M,18,Pracownik
95139,K,56,Zwykły
95140,K,16,Zwykły
95141,K,10,Stały klient
95142,M,28,Stały klient
95143,M,11,Pracownik
95144,K,12,Pracownik
95145,K,42,Stały klient
95146,M,79,Stały klient
95147,M,63,Zwykły
95148,M,73,Stały klient
95149,M,0,Stały klient
95150,K,12,Zwykły
95151,K,54,Stały klient
95152,M,13,Zwykły
95153,K,7,Pracownik
95154,K,4,Stały klient
95155,K,52,Stały klient
95156,M,78,Pracownik
95157,M,57,Pracownik
95158,K,52,Pracownik
95159,K,1,Zwykły
95160,M,37,Zwykły
95161,M,69,Stały klient
95162,M,9,Zwykły
95163,M,32,Pracownik
95164,K,34,Zwykły
95165,K,29,Stały klient
95166,M,23,Stały klient
95167,K,78,Zwykły
95168,M,27,Zwykły
95169,K,71,Zwykły
95170,K,72,Pracownik
95171,M,71,Stały klient
95172,K,14,Pracownik
95173,K,26,Stały klient
95174,M,52,Pracownik
95175,K,7,Pracownik
95176,M,78,Zwykły
95177,M,26,Zwykły
95178,K,27,Zwykły
95179,K,29,Pracownik
95180,M,29,Pracownik
95181,M,41,Pracownik
95182,K,19,Pracownik
95183,M,4,Zwykły
95184,M,65,Zwykły
95185,K,13,Stały klient
95186,K,43,Pracownik
95187,K,68,Zwykły
95188,M,44,Stały klient
95189,M,19,Zwykły
95190,M,20,Zwykły
95191,K,49,Zwykły
95192,K,64,Stały klient
95193,M,18,Stały klient
95194,M,75,Pracownik
95195,M,69,Zwykły
95196,M,78,Stały klient
95197,K,41,Stały klient
95198,K,6,Pracownik
95199,K,47,Stały klient
95200,K,23,Stały klient
95201,M,52,Zwykły
95202,K,69,Pracownik
95203,K,64,Zwykły
95204,K,40,Zwykły
95205,K,28,Zwykły
95206,M,47,Pracownik
95207,K,36,Pracownik
95208,K,61,Zwykły
95209,K,5,Pracownik
95210,K,55,Zwykły
95211,K,54,Pracownik
95212,K,43,Zwykły
95213,K,13,Stały klient
95214,K,8,Zwykły
95215,K,75,Zwykły
95216,M,34,Zwykły
95217,M,79,Zwykły
95218,M,61,Pracownik
95219,M,61,Zwykły
95220,K,19,Zwykły
95221,K,70,Stały klient
95222,K,55,Zwykły
95223,K,8,Zwykły
95224,K,17,Stały klient
95225,M,31,Stały klient
95226,K,80,Zwykły
95227,M,68,Zwykły
95228,M,23,Stały klient
95229,M,12,Pracownik
95230,M,26,Zwykły
95231,K,19,Pracownik
95232,M,55,Stały klient
95233,M,22,Stały klient
95234,K,52,Zwykły
95235,K,80,Stały klient
95236,K,26,Stały klient
95237,K,66,Pracownik
95238,M,16,Zwykły
95239,K,21,Stały klient
95240,M,8,Zwykły
95241,M,58,Zwykły
95242,M,26,Pracownik
95243,M,14,Zwykły
95244,M,68,Zwykły
95245,M,8,Pracownik
95246,M,50,Pracownik
95247,K,16,Stały klient
95248,M,77,Zwykły
95249,K,65,Zwykły
95250,K,59,Zwykły
95251,K,66,Pracownik
95252,M,60,Zwykły
95253,K,20,Zwykły
95254,K,27,Pracownik
95255,K,31,Stały klient
95256,M,44,Stały klient
95257,K,80,Pracownik
95258,K,35,Zwykły
95259,M,76,Pracownik
95260,K,66,Zwykły
95261,M,58,Stały klient
95262,K,59,Zwykły
95263,K,36,Zwykły
95264,K,49,Stały klient
95265,M,27,Zwykły
95266,K,65,Stały klient
95267,K,11,Zwykły
95268,K,6,Zwykły
95269,K,15,Stały klient
95270,M,18,Zwykły
95271,M,7,Pracownik
95272,M,3,Stały klient
95273,K,49,Zwykły
95274,M,55,Zwykły
95275,M,62,Pracownik
95276,K,74,Pracownik
95277,K,31,Zwykły
95278,K,80,Pracownik
95279,K,37,Stały klient
95280,M,19,Zwykły
95281,K,34,Zwykły
95282,M,16,Zwykły
95283,M,73,Pracownik
95284,K,8,Pracownik
95285,M,44,Zwykły
95286,M,4,Pracownik
95287,M,54,Stały klient
95288,K,24,Stały klient
95289,M,12,Pracownik
95290,M,68,Stały klient
95291,K,37,Zwykły
95292,M,23,Pracownik
95293,M,59,Stały klient
95294,M,58,Pracownik
95295,K,16,Zwykły
95296,M,0,Pracownik
95297,M,58,Zwykły
95298,K,44,Pracownik
95299,M,6,Pracownik
95300,K,11,Pracownik
95301,M,44,Pracownik
95302,M,52,Zwykły
95303,K,16,Pracownik
95304,M,27,Stały klient
95305,K,71,Pracownik
95306,M,49,Stały klient
95307,M,70,Zwykły
95308,M,51,Stały klient
95309,K,37,Pracownik
95310,M,67,Zwykły
95311,K,53,Pracownik
95312,K,60,Zwykły
95313,K,27,Pracownik
95314,K,20,Pracownik
95315,M,55,Stały klient
95316,K,68,Stały klient
95317,M,50,Stały klient
95318,M,0,Pracownik
95319,K,20,Stały klient
95320,K,50,Pracownik
